Source,Type,Date,Amount,Month,Financial Year
BIrla Health,Health Insurance,Feb/2024,₹0.00,2,2023–2024
BIrla Health,Health Insurance,Mar/2024,"₹1,801.40",3,2023–2024
General Insurance,General Insurance,Apr/2023,₹153.00,4,2023–2024
General Insurance,General Insurance,May/2023,₹0.00,5,2023–2024
General Insurance,General Insurance,Jun/2023,"₹1,007.00",6,2023–2024
General Insurance,General Insurance,Jul/2023,₹0.00,7,2023–2024
General Insurance,General Insurance,Aug/2023,₹0.00,8,2023–2024
General Insurance,General Insurance,Sep/2023,₹0.00,9,2023–2024
General Insurance,General Insurance,Oct/2023,₹182.00,10,2023–2024
General Insurance,General Insurance,Nov/2023,₹818.00,11,2023–2024
General Insurance,General Insurance,Dec/2023,"₹2,671.00",12,2023–2024
General Insurance,General Insurance,Jan/2024,₹590.00,1,2023–2024
General Insurance,General Insurance,Feb/2024,₹246.00,2,2023–2024
General Insurance,General Insurance,Mar/2024,"₹5,950.00",3,2023–2024
ICICI Mutual Fund,Mutual Fund,Apr/2024,"₹78,568.49",4,2024–2025
ICICI Mutual Fund,Mutual Fund,May/2024,"₹80,195.75",5,2024–2025
ICICI Mutual Fund,Mutual Fund,Jun/2024,"₹93,207.81",6,2024–2025
ICICI Mutual Fund,Mutual Fund,Jul/2024,"₹93,935.08",7,2024–2025
ICICI Mutual Fund,Mutual Fund,Aug/2024,"₹98,680.89",8,2024–2025
ICICI Mutual Fund,Mutual Fund,Sep/2024,"₹101,091.11",9,2024–2025
ICICI Mutual Fund,Mutual Fund,Oct/2024,"₹103,746.88",10,2024–2025
ICICI Mutual Fund,Mutual Fund,Nov/2024,"₹105,454.67",11,2024–2025
ICICI Mutual Fund,Mutual Fund,Dec/2024,"₹98,639.41",12,2024–2025
ICICI Mutual Fund,Mutual Fund,Jan/2025,"₹103,404.58",1,2024–2025
ICICI Mutual Fund,Mutual Fund,Feb/2025,"₹100,245.02",2,2024–2025
ICICI Mutual Fund,Mutual Fund,Mar/2025,"₹89,397.93",3,2024–2025
Kotak,Mutual Fund,Apr/2024,"₹25,430.86",4,2024–2025
Kotak,Mutual Fund,May/2024,"₹26,628.28",5,2024–2025
Kotak,Mutual Fund,Jun/2024,"₹32,193.65",6,2024–2025
Kotak,Mutual Fund,Jul/2024,"₹31,086.03",7,2024–2025
Kotak,Mutual Fund,Aug/2024,"₹34,112.23",8,2024–2025
Kotak,Mutual Fund,Sep/2024,"₹35,191.13",9,2024–2025
Kotak,Mutual Fund,Oct/2024,"₹36,076.17",10,2024–2025
Kotak,Mutual Fund,Nov/2024,"₹36,985.86",11,2024–2025
Kotak,Mutual Fund,Dec/2024,"₹34,936.74",12,2024–2025
Kotak,Mutual Fund,Jan/2025,"₹37,160.68",1,2024–2025
Kotak,Mutual Fund,Feb/2025,"₹35,250.15",2,2024–2025
Kotak,Mutual Fund,Mar/2025,"₹30,032.79",3,2024–2025
HDFC,Mutual Fund,Apr/2024,"₹7,993.14",4,2024–2025
HDFC,Mutual Fund,May/2024,"₹7,877.88",5,2024–2025
HDFC,Mutual Fund,Jun/2024,"₹8,552.69",6,2024–2025
HDFC,Mutual Fund,Jul/2024,"₹9,035.16",7,2024–2025
HDFC,Mutual Fund,Aug/2024,"₹9,813.34",8,2024–2025
HDFC,Mutual Fund,Sep/2024,"₹9,308.08",9,2024–2025
HDFC,Mutual Fund,Oct/2024,"₹9,315.30",10,2024–2025
HDFC,Mutual Fund,Nov/2024,"₹9,444.95",11,2024–2025
HDFC,Mutual Fund,Dec/2024,"₹8,931.47",12,2024–2025
HDFC,Mutual Fund,Jan/2025,"₹9,249.27",1,2024–2025
HDFC,Mutual Fund,Feb/2025,"₹8,594.12",2,2024–2025
HDFC,Mutual Fund,Mar/2025,"₹7,523.40",3,2024–2025
Bandhan,Mutual Fund,Apr/2024,"₹12,844.00",4,2024–2025
Bandhan,Mutual Fund,May/2024,"₹12,497.51",5,2024–2025
Bandhan,Mutual Fund,Jun/2024,"₹14,309.95",6,2024–2025
Bandhan,Mutual Fund,Jul/2024,"₹13,773.94",7,2024–2025
Bandhan,Mutual Fund,Aug/2024,"₹14,847.64",8,2024–2025
Bandhan,Mutual Fund,Sep/2024,"₹15,072.03",9,2024–2025
Bandhan,Mutual Fund,Oct/2024,"₹15,311.45",10,2024–2025
Bandhan,Mutual Fund,Nov/2024,"₹15,552.46",11,2024–2025
Bandhan,Mutual Fund,Dec/2024,"₹14,638.77",12,2024–2025
Bandhan,Mutual Fund,Jan/2025,"₹15,254.79",1,2024–2025
Bandhan,Mutual Fund,Feb/2025,"₹14,029.23",2,2024–2025
Bandhan,Mutual Fund,Mar/2025,"₹12,380.18",3,2024–2025
ABSL,Mutual Fund,Apr/2024,"₹5,739.18",4,2024–2025
ABSL,Mutual Fund,May/2024,"₹5,523.06",5,2024–2025
ABSL,Mutual Fund,Jun/2024,"₹7,751.53",6,2024–2025
ABSL,Mutual Fund,Jul/2024,"₹6,242.38",7,2024–2025
ABSL,Mutual Fund,Aug/2024,"₹6,292.91",8,2024–2025
ABSL,Mutual Fund,Sep/2024,"₹6,240.02",9,2024–2025
ABSL,Mutual Fund,Oct/2024,"₹6,277.24",10,2024–2025
ABSL,Mutual Fund,Nov/2024,"₹6,359.26",11,2024–2025
ABSL,Mutual Fund,Dec/2024,"₹5,862.18",12,2024–2025
ABSL,Mutual Fund,Jan/2025,"₹7,098.25",1,2024–2025
ABSL,Mutual Fund,Feb/2025,"₹5,620.38",2,2024–2025
ABSL,Mutual Fund,Mar/2025,"₹4,899.72",3,2024–2025
Tata,Mutual Fund,Apr/2024,"₹11,400.59",4,2024–2025
Tata,Mutual Fund,May/2024,"₹11,302.56",5,2024–2025
Tata,Mutual Fund,Jun/2024,"₹34,128.64",6,2024–2025
Tata,Mutual Fund,Jul/2024,"₹12,599.55",7,2024–2025
Tata,Mutual Fund,Aug/2024,"₹13,292.12",8,2024–2025
Tata,Mutual Fund,Sep/2024,"₹13,549.00",9,2024–2025
Tata,Mutual Fund,Oct/2024,"₹13,615.43",10,2024–2025
Tata,Mutual Fund,Nov/2024,"₹13,661.96",11,2024–2025
Tata,Mutual Fund,Dec/2024,"₹12,730.25",12,2024–2025
Tata,Mutual Fund,Jan/2025,"₹13,400.50",1,2024–2025
Tata,Mutual Fund,Feb/2025,"₹12,809.72",2,2024–2025
Tata,Mutual Fund,Mar/2025,"₹10,961.04",3,2024–2025
Axis,Mutual Fund,Apr/2024,"₹6,470.48",4,2024–2025
Axis,Mutual Fund,May/2024,"₹6,535.20",5,2024–2025
Axis,Mutual Fund,Jun/2024,"₹6,820.17",6,2024–2025
Axis,Mutual Fund,Jul/2024,"₹6,932.04",7,2024–2025
Axis,Mutual Fund,Aug/2024,"₹7,366.95",8,2024–2025
Axis,Mutual Fund,Sep/2024,"₹7,448.12",9,2024–2025
Axis,Mutual Fund,Oct/2024,"₹7,576.80",10,2024–2025
Axis,Mutual Fund,Nov/2024,"₹7,727.09",11,2024–2025
Axis,Mutual Fund,Dec/2024,"₹7,182.85",12,2024–2025
Axis,Mutual Fund,Jan/2025,"₹7,572.50",1,2024–2025
Axis,Mutual Fund,Feb/2025,"₹7,279.25",2,2024–2025
Axis,Mutual Fund,Mar/2025,"₹6,374.65",3,2024–2025
UTI,Mutual Fund,Apr/2024,"₹3,421.82",4,2024–2025
UTI,Mutual Fund,May/2024,"₹3,319.00",5,2024–2025
UTI,Mutual Fund,Jun/2024,"₹4,001.62",6,2024–2025
UTI,Mutual Fund,Jul/2024,"₹3,120.34",7,2024–2025
UTI,Mutual Fund,Aug/2024,"₹2,824.38",8,2024–2025
UTI,Mutual Fund,Sep/2024,"₹3,057.95",9,2024–2025
UTI,Mutual Fund,Oct/2024,"₹2,931.91",10,2024–2025
UTI,Mutual Fund,Nov/2024,"₹2,905.80",11,2024–2025
UTI,Mutual Fund,Dec/2024,"₹2,749.87",12,2024–2025
UTI,Mutual Fund,Jan/2025,"₹2,963.08",1,2024–2025
UTI,Mutual Fund,Feb/2025,"₹2,877.76",2,2024–2025
UTI,Mutual Fund,Mar/2025,"₹2,537.00",3,2024–2025
Edelweis,Mutual Fund,Apr/2024,"₹2,838.88",4,2024–2025
Edelweis,Mutual Fund,May/2024,"₹3,451.69",5,2024–2025
Edelweis,Mutual Fund,Jun/2024,"₹4,617.24",6,2024–2025
Edelweis,Mutual Fund,Jul/2024,"₹5,110.61",7,2024–2025
Edelweis,Mutual Fund,Aug/2024,"₹6,259.30",8,2024–2025
Edelweis,Mutual Fund,Sep/2024,"₹6,908.95",9,2024–2025
Edelweis,Mutual Fund,Oct/2024,"₹8,299.09",10,2024–2025
Edelweis,Mutual Fund,Nov/2024,"₹8,658.61",11,2024–2025
Edelweis,Mutual Fund,Dec/2024,"₹12,433.16",12,2024–2025
Edelweis,Mutual Fund,Jan/2025,"₹8,987.15",1,2024–2025
Edelweis,Mutual Fund,Feb/2025,"₹8,567.19",2,2024–2025
Edelweis,Mutual Fund,Mar/2025,"₹7,222.25",3,2024–2025
Bajaj,Mutual Fund,Apr/2024,"₹1,673.86",4,2024–2025
Bajaj,Mutual Fund,May/2024,"₹2,445.56",5,2024–2025
Bajaj,Mutual Fund,Jun/2024,"₹3,094.20",6,2024–2025
Bajaj,Mutual Fund,Jul/2024,"₹3,622.58",7,2024–2025
Bajaj,Mutual Fund,Aug/2024,"₹4,546.70",8,2024–2025
Bajaj,Mutual Fund,Sep/2024,"₹5,100.16",9,2024–2025
Bajaj,Mutual Fund,Oct/2024,"₹6,043.63",10,2024–2025
Bajaj,Mutual Fund,Nov/2024,"₹5,053.42",11,2024–2025
Bajaj,Mutual Fund,Dec/2024,"₹7,155.65",12,2024–2025
Bajaj,Mutual Fund,Jan/2025,"₹6,509.13",1,2024–2025
Bajaj,Mutual Fund,Feb/2025,"₹6,322.63",2,2024–2025
Bajaj,Mutual Fund,Mar/2025,"₹5,528.82",3,2024–2025
Union,Mutual Fund,Apr/2024,₹564.96,4,2024–2025
Union,Mutual Fund,May/2024,₹630.20,5,2024–2025
Union,Mutual Fund,Jun/2024,₹699.29,6,2024–2025
Union,Mutual Fund,Jul/2024,₹768.27,7,2024–2025
Union,Mutual Fund,Aug/2024,"₹1,035.76",8,2024–2025
Union,Mutual Fund,Sep/2024,"₹1,140.93",9,2024–2025
Union,Mutual Fund,Oct/2024,"₹1,183.13",10,2024–2025
Union,Mutual Fund,Nov/2024,"₹1,389.20",11,2024–2025
Union,Mutual Fund,Dec/2024,"₹1,388.73",12,2024–2025
Union,Mutual Fund,Jan/2025,"₹1,570.12",1,2024–2025
Union,Mutual Fund,Feb/2025,"₹1,496.21",2,2024–2025
Union,Mutual Fund,Mar/2025,"₹1,280.91",3,2024–2025
Nippon,Mutual Fund,Apr/2024,"₹2,315.91",4,2024–2025
Nippon,Mutual Fund,May/2024,"₹2,375.13",5,2024–2025
Nippon,Mutual Fund,Jun/2024,"₹2,577.83",6,2024–2025
Nippon,Mutual Fund,Jul/2024,"₹2,724.97",7,2024–2025
Nippon,Mutual Fund,Aug/2024,"₹2,790.40",8,2024–2025
Nippon,Mutual Fund,Sep/2024,"₹2,799.17",9,2024–2025
Nippon,Mutual Fund,Oct/2024,"₹2,846.00",10,2024–2025
Nippon,Mutual Fund,Nov/2024,"₹2,922.61",11,2024–2025
Nippon,Mutual Fund,Dec/2024,"₹2,768.16",12,2024–2025
Nippon,Mutual Fund,Jan/2025,"₹2,811.87",1,2024–2025
Nippon,Mutual Fund,Feb/2025,"₹2,685.59",2,2024–2025
Nippon,Mutual Fund,Mar/2025,"₹2,341.00",3,2024–2025
SBI,Mutual Fund,Apr/2024,"₹2,118.42",4,2024–2025
SBI,Mutual Fund,May/2024,"₹2,190.25",5,2024–2025
SBI,Mutual Fund,Jun/2024,"₹2,331.16",6,2024–2025
SBI,Mutual Fund,Jul/2024,"₹2,421.20",7,2024–2025
SBI,Mutual Fund,Aug/2024,"₹2,569.23",8,2024–2025
SBI,Mutual Fund,Sep/2024,"₹2,515.35",9,2024–2025
SBI,Mutual Fund,Oct/2024,"₹2,536.85",10,2024–2025
SBI,Mutual Fund,Nov/2024,"₹2,571.92",11,2024–2025
SBI,Mutual Fund,Dec/2024,"₹2,403.44",12,2024–2025
SBI,Mutual Fund,Jan/2025,"₹2,538.90",1,2024–2025
SBI,Mutual Fund,Feb/2025,"₹2,443.21",2,2024–2025
SBI,Mutual Fund,Mar/2025,"₹2,135.32",3,2024–2025
DSP,Mutual Fund,Apr/2024,"₹1,659.52",4,2024–2025
DSP,Mutual Fund,May/2024,"₹1,693.97",5,2024–2025
DSP,Mutual Fund,Jun/2024,"₹1,841.44",6,2024–2025
DSP,Mutual Fund,Jul/2024,"₹1,902.61",7,2024–2025
DSP,Mutual Fund,Aug/2024,"₹2,097.39",8,2024–2025
DSP,Mutual Fund,Sep/2024,"₹2,115.90",9,2024–2025
DSP,Mutual Fund,Oct/2024,"₹1,955.66",10,2024–2025
DSP,Mutual Fund,Nov/2024,"₹1,971.90",11,2024–2025
DSP,Mutual Fund,Dec/2024,"₹1,860.45",12,2024–2025
DSP,Mutual Fund,Jan/2025,"₹1,991.70",1,2024–2025
DSP,Mutual Fund,Feb/2025,"₹1,898.41",2,2024–2025
DSP,Mutual Fund,Mar/2025,"₹1,604.68",3,2024–2025
LIC MF,Mutual Fund,Apr/2024,₹427.55,4,2024–2025
LIC MF,Mutual Fund,May/2024,₹395.59,5,2024–2025
LIC MF,Mutual Fund,Jun/2024,₹413.60,6,2024–2025
LIC MF,Mutual Fund,Jul/2024,₹423.30,7,2024–2025
LIC MF,Mutual Fund,Aug/2024,₹445.21,8,2024–2025
LIC MF,Mutual Fund,Sep/2024,₹453.28,9,2024–2025
LIC MF,Mutual Fund,Oct/2024,₹446.99,10,2024–2025
LIC MF,Mutual Fund,Nov/2024,₹464.47,11,2024–2025
LIC MF,Mutual Fund,Dec/2024,₹454.19,12,2024–2025
LIC MF,Mutual Fund,Jan/2025,₹466.23,1,2024–2025
LIC MF,Mutual Fund,Feb/2025,₹453.24,2,2024–2025
LIC MF,Mutual Fund,Mar/2025,₹394.04,3,2024–2025
SUND,Mutual Fund,Apr/2024,₹410.32,4,2024–2025
SUND,Mutual Fund,May/2024,₹412.49,5,2024–2025
SUND,Mutual Fund,Jun/2024,"₹1,523.37",6,2024–2025
SUND,Mutual Fund,Jul/2024,₹531.04,7,2024–2025
SUND,Mutual Fund,Aug/2024,₹573.64,8,2024–2025
SUND,Mutual Fund,Sep/2024,₹575.50,9,2024–2025
SUND,Mutual Fund,Oct/2024,₹592.85,10,2024–2025
SUND,Mutual Fund,Nov/2024,₹607.06,11,2024–2025
SUND,Mutual Fund,Dec/2024,₹568.46,12,2024–2025
SUND,Mutual Fund,Jan/2025,₹607.48,1,2024–2025
SUND,Mutual Fund,Feb/2025,₹579.03,2,2024–2025
MIRAE,Mutual Fund,Mar/2025,₹489.12,3,2024–2025
MIRAE,Mutual Fund,Apr/2024,₹532.40,4,2024–2025
MIRAE,Mutual Fund,May/2024,₹534.29,5,2024–2025
MIRAE,Mutual Fund,Jun/2024,₹485.15,6,2024–2025
MIRAE,Mutual Fund,Jul/2024,₹430.27,7,2024–2025
MIRAE,Mutual Fund,Aug/2024,₹476.11,8,2024–2025
MIRAE,Mutual Fund,Sep/2024,₹486.96,9,2024–2025
MIRAE,Mutual Fund,Oct/2024,₹494.02,10,2024–2025
MIRAE,Mutual Fund,Nov/2024,₹501.72,11,2024–2025
MIRAE,Mutual Fund,Dec/2024,₹475.61,12,2024–2025
MIRAE,Mutual Fund,Jan/2025,₹511.41,1,2024–2025
MIRAE,Mutual Fund,Feb/2025,₹492.06,2,2024–2025
MIRAE,Mutual Fund,Mar/2025,₹434.47,3,2024–2025
HSBC,Mutual Fund,Apr/2024,₹356.35,4,2024–2025
HSBC,Mutual Fund,May/2024,₹365.34,5,2024–2025
HSBC,Mutual Fund,Jun/2024,₹392.87,6,2024–2025
HSBC,Mutual Fund,Jul/2024,₹363.25,7,2024–2025
HSBC,Mutual Fund,Aug/2024,₹263.11,8,2024–2025
HSBC,Mutual Fund,Sep/2024,₹262.98,9,2024–2025
HSBC,Mutual Fund,Oct/2024,₹264.01,10,2024–2025
HSBC,Mutual Fund,Nov/2024,₹269.86,11,2024–2025
HSBC,Mutual Fund,Dec/2024,₹255.20,12,2024–2025
HSBC,Mutual Fund,Jan/2025,₹277.87,1,2024–2025
HSBC,Mutual Fund,Feb/2025,₹257.27,2,2024–2025
HSBC,Mutual Fund,Mar/2025,₹0.00,3,2024–2025
FRANK,Mutual Fund,Apr/2024,₹32.38,4,2024–2025
FRANK,Mutual Fund,May/2024,₹33.69,5,2024–2025
FRANK,Mutual Fund,Jun/2024,₹37.14,6,2024–2025
FRANK,Mutual Fund,Jul/2024,₹39.75,7,2024–2025
FRANK,Mutual Fund,Aug/2024,₹44.52,8,2024–2025
FRANK,Mutual Fund,Sep/2024,₹45.84,9,2024–2025
FRANK,Mutual Fund,Oct/2024,₹47.25,10,2024–2025
FRANK,Mutual Fund,Nov/2024,₹48.62,11,2024–2025
FRANK,Mutual Fund,Dec/2024,₹46.50,12,2024–2025
FRANK,Mutual Fund,Jan/2025,₹50.29,1,2024–2025
FRANK,Mutual Fund,Feb/2025,₹48.75,2,2024–2025
FRANK,Mutual Fund,Mar/2025,₹42.94,3,2024–2025
CANARA,Mutual Fund,Apr/2024,₹196.74,4,2024–2025
CANARA,Mutual Fund,May/2024,₹196.11,5,2024–2025
CANARA,Mutual Fund,Jun/2024,₹207.19,6,2024–2025
CANARA,Mutual Fund,Jul/2024,₹212.37,7,2024–2025
CANARA,Mutual Fund,Aug/2024,₹229.29,8,2024–2025
CANARA,Mutual Fund,Sep/2024,₹231.43,9,2024–2025
CANARA,Mutual Fund,Oct/2024,₹233.35,10,2024–2025
CANARA,Mutual Fund,Nov/2024,₹235.36,11,2024–2025
CANARA,Mutual Fund,Dec/2024,₹220.65,12,2024–2025
CANARA,Mutual Fund,Jan/2025,₹233.00,1,2024–2025
CANARA,Mutual Fund,Feb/2025,₹222.12,2,2024–2025
CANARA,Mutual Fund,Mar/2025,₹193.47,3,2024–2025
Mahindra,Mutual Fund,Apr/2024,₹249.48,4,2024–2025
Mahindra,Mutual Fund,May/2024,₹225.28,5,2024–2025
Mahindra,Mutual Fund,Jun/2024,₹261.88,6,2024–2025
Mahindra,Mutual Fund,Jul/2024,₹284.62,7,2024–2025
Mahindra,Mutual Fund,Aug/2024,₹349.70,8,2024–2025
Mahindra,Mutual Fund,Sep/2024,₹514.00,9,2024–2025
Mahindra,Mutual Fund,Oct/2024,"₹1,031.99",10,2024–2025
Mahindra,Mutual Fund,Nov/2024,"₹1,071.56",11,2024–2025
Mahindra,Mutual Fund,Dec/2024,"₹1,021.18",12,2024–2025
Mahindra,Mutual Fund,Jan/2025,"₹1,119.39",1,2024–2025
Mahindra,Mutual Fund,Feb/2025,"₹1,084.98",2,2024–2025
Mahindra,Mutual Fund,Mar/2025,₹936.18,3,2024–2025
Parag,Mutual Fund,Apr/2024,₹3.10,4,2024–2025
Parag,Mutual Fund,May/2024,₹9.89,5,2024–2025
Parag,Mutual Fund,Jun/2024,₹17.56,6,2024–2025
Parag,Mutual Fund,Jul/2024,₹17.55,7,2024–2025
Parag,Mutual Fund,Aug/2024,₹19.21,8,2024–2025
Parag,Mutual Fund,Sep/2024,₹19.41,9,2024–2025
Parag,Mutual Fund,Oct/2024,₹19.53,10,2024–2025
Parag,Mutual Fund,Nov/2024,₹19.96,11,2024–2025
Parag,Mutual Fund,Dec/2024,₹18.93,12,2024–2025
Parag,Mutual Fund,Jan/2025,₹19.82,1,2024–2025
Parag,Mutual Fund,Feb/2025,₹19.31,2,2024–2025
Parag,Mutual Fund,Mar/2025,₹17.26,3,2024–2025
ITI MF,Mutual Fund,Apr/2024,₹0.00,4,2024–2025
ITI MF,Mutual Fund,May/2024,₹0.00,5,2024–2025
ITI MF,Mutual Fund,Jun/2024,₹0.00,6,2024–2025
ITI MF,Mutual Fund,Jul/2024,₹4.12,7,2024–2025
ITI MF,Mutual Fund,Aug/2024,₹11.00,8,2024–2025
ITI MF,Mutual Fund,Sep/2024,₹17.02,9,2024–2025
ITI MF,Mutual Fund,Oct/2024,₹23.54,10,2024–2025
ITI MF,Mutual Fund,Nov/2024,₹25.76,11,2024–2025
ITI MF,Mutual Fund,Dec/2024,₹27.72,12,2024–2025
ITI MF,Mutual Fund,Jan/2025,₹31.68,1,2024–2025
ITI MF,Mutual Fund,Feb/2025,₹33.51,2,2024–2025
ITI MF,Mutual Fund,Mar/2025,₹30.44,3,2024–2025
Quant,Mutual Fund,Apr/2024,₹0.00,4,2024–2025
Quant,Mutual Fund,May/2024,₹0.00,5,2024–2025
Quant,Mutual Fund,Jun/2024,₹0.00,6,2024–2025
Quant,Mutual Fund,Jul/2024,₹0.00,7,2024–2025
Quant,Mutual Fund,Aug/2024,₹0.00,8,2024–2025
Quant,Mutual Fund,Sep/2024,₹0.00,9,2024–2025
Quant,Mutual Fund,Oct/2024,₹0.00,10,2024–2025
Quant,Mutual Fund,Nov/2024,₹0.00,11,2024–2025
Quant,Mutual Fund,Dec/2024,₹2.47,12,2024–2025
Quant,Mutual Fund,Jan/2025,₹2.73,1,2024–2025
Quant,Mutual Fund,Feb/2025,₹3.55,2,2024–2025
Quant,Mutual Fund,Mar/2025,₹3.73,3,2024–2025
LIC,Life Insurance,Apr/2024,"₹4,007.00",4,2024–2025
LIC,Life Insurance,May/2024,"₹20,606.00",5,2024–2025
LIC,Life Insurance,Jun/2024,"₹8,579.00",6,2024–2025
LIC,Life Insurance,Jul/2024,"₹14,246.00",7,2024–2025
LIC,Life Insurance,Aug/2024,"₹18,225.00",8,2024–2025
LIC,Life Insurance,Sep/2024,"₹7,499.00",9,2024–2025
LIC,Life Insurance,Oct/2024,"₹33,184.00",10,2024–2025
LIC,Life Insurance,Nov/2024,"₹18,761.00",11,2024–2025
LIC,Life Insurance,Dec/2024,"₹31,857.00",12,2024–2025
LIC,Life Insurance,Jan/2025,"₹4,639.00",1,2024–2025
LIC,Life Insurance,Feb/2025,"₹34,764.00",2,2024–2025
LIC,Life Insurance,Mar/2025,"₹28,793.00",3,2024–2025
Star Health,Health Insurance,Apr/2024,"₹18,008.85",4,2024–2025
Star Health,Health Insurance,May/2024,"₹8,137.25",5,2024–2025
Star Health,Health Insurance,Jun/2024,"₹18,302.25",6,2024–2025
Star Health,Health Insurance,Jul/2024,"₹13,858.05",7,2024–2025
Star Health,Health Insurance,Aug/2024,"₹16,250.40",8,2024–2025
Star Health,Health Insurance,Sep/2024,"₹23,361.75",9,2024–2025
Star Health,Health Insurance,Oct/2024,"₹23,882.70",10,2024–2025
Star Health,Health Insurance,Nov/2024,"₹9,514.50",11,2024–2025
Star Health,Health Insurance,Dec/2024,"₹10,419.15",12,2024–2025
Star Health,Health Insurance,Jan/2025,"₹6,379.00",1,2024–2025
Star Health,Health Insurance,Feb/2025,"₹13,726.85",2,2024–2025
Star Health,Health Insurance,Mar/2025,"₹24,422.55",3,2024–2025
Tata AIA,Life Insurance,Apr/2024,₹0.00,4,2024–2025
Tata AIA,Life Insurance,May/2024,₹0.00,5,2024–2025
Tata AIA,Life Insurance,Jun/2024,₹0.00,6,2024–2025
Tata AIA,Life Insurance,Jul/2024,₹0.00,7,2024–2025
Tata AIA,Life Insurance,Aug/2024,₹0.00,8,2024–2025
Tata AIA,Life Insurance,Sep/2024,₹0.00,9,2024–2025
Tata AIA,Life Insurance,Oct/2024,₹0.00,10,2024–2025
Tata AIA,Life Insurance,Nov/2024,₹0.00,11,2024–2025
Tata AIA,Life Insurance,Dec/2024,₹0.00,12,2024–2025
Tata AIA,Life Insurance,Jan/2025,₹0.00,1,2024–2025
Tata AIA,Life Insurance,Feb/2025,₹0.00,2,2024–2025
Tata AIA,Life Insurance,Mar/2025,"₹1,067.88",3,2024–2025
General Insurance,General Insurance,Apr/2024,₹396.00,4,2024–2025
General Insurance,General Insurance,May/2024,"₹1,689.00",5,2024–2025
General Insurance,General Insurance,Jun/2024,₹65.00,6,2024–2025
General Insurance,General Insurance,Jul/2024,₹0.00,7,2024–2025
General Insurance,General Insurance,Aug/2024,₹0.00,8,2024–2025
General Insurance,General Insurance,Sep/2024,₹0.00,9,2024–2025
General Insurance,General Insurance,Oct/2024,₹341.00,10,2024–2025
General Insurance,General Insurance,Nov/2024,₹0.00,11,2024–2025
General Insurance,General Insurance,Dec/2024,₹0.00,12,2024–2025
General Insurance,General Insurance,Jan/2025,"₹2,826.00",1,2024–2025
General Insurance,General Insurance,Feb/2025,₹72.00,2,2024–2025
General Insurance,General Insurance,Mar/2025,₹557.00,3,2024–2025
ICICI Mutual Fund,Mutual Fund,Apr/2025,"₹104,976.24",4,2025–2026
Kotak,Mutual Fund,Apr/2025,"₹32,728.94",4,2025–2026
ICICI Mutual Fund,Mutual Fund,May/2025,"₹99,029.53",5,2025–2026
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
,,,,12,1899–1900
